fr.en,1,2,3,4,5,6,7,8
53,0.15339299776947407,0.0,0.0,0.0,0.0,0.17647058823529413,0.27500954910846337,0.20180183819889375
54,0.10540925533894598,0.0,0.0,0.0,0.0,0.16169041669088866,0.0,0.2773500981126146
55,0.19364916731037085,0.0,0.0,0.0,0.0,0.2970442628930023,0.0,0.33968311024337877
56,0.15339299776947407,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.20180183819889375
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.16903085094570328,0.18257418583505536,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.06324555320336758,0.15118578920369088,0.16329931618554522,0.0,0.0,0.24253562503633297,0.0,0.16641005886756874
61,0.09534625892455924,0.0,0.0,0.0,0.0,0.14625448482542613,0.0,0.25087260300212727
62,0.0,0.0,0.0,0.0,0.0,0.0,0.26726124191242434,0.0
63,0.07905694150420949,0.0944911182523068,0.10206207261596577,0.0,0.0,0.12126781251816648,0.0,0.20801257358446093
64,0.06324555320336758,0.0,0.0,0.0,0.0,0.14552137502179976,0.0,0.3328201177351375
65,0.0894427190999916,0.0,0.0,0.0,0.0,0.1371988681140071,0.0,0.2353393621658209
66,0.10846522890932807,0.12964074471043285,0.140028008402801,0.0,0.07669649888473704,0.16637806616154058,0.06482037235521643,0.28539089649269644
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.09128709291752768,0.0,0.0,0.0,0.0,0.140028008402801,0.0,0.24019223070763074
69,0.09999999999999998,0.0,0.0,0.0,0.0,0.15339299776947407,0.0,0.2631174057921088
70,0.21380899352993948,0.0,0.0,0.0,0.0,0.16398401233815754,0.06388765649999399,0.14064216928154863
71,0.03210806495339679,0.23025886693600098,0.1243540008434518,0.0,0.0,0.0,0.0,0.0
