de.it,1,2,3,4,5,6,7,8,9,10
41,0.2100420126042015,0.08885233166386386,0.12909944487358055,0.11547005383792516,0.3202563076101743,0.1091089451179962,0.0,0.14433756729740646,0.19364916731037085,0.14433756729740646
42,0.20180183819889375,0.08536655898367085,0.12403473458920847,0.11094003924504582,0.3076923076923077,0.10482848367219183,0.0,0.1386750490563073,0.1860521018838127,0.1386750490563073
43,0.0,0.05923488777590924,0.0,0.0,0.3202563076101743,0.1091089451179962,0.0,0.14433756729740646,0.0,0.0
44,0.20228869496966947,0.0,0.18650096164806276,0.0834057656228299,0.0,0.0,0.0,0.0,0.18650096164806276,0.0
45,0.0,0.03419927840283847,0.0,0.0,0.18490006540840973,0.0629940788348712,0.0,0.25,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.1165103456070926,0.049286405809014416,0.14322297480788657,0.12810252304406972,0.08882311833686551,0.09078412990032035,0.11322770341445956,0.24019223070763068,0.17902871850985821,0.08006407690254357
48,0.0,0.03244428422615251,0.14142135623730948,0.12649110640673517,0.0,0.0,0.0,0.15811388300841897,0.0,0.0
49,0.0,0.051298917604257706,0.0,0.0,0.2773500981126146,0.0944911182523068,0.0,0.125,0.0,0.0
50,0.16169041669088866,0.0,0.14907119849998599,0.06666666666666667,0.0,0.0,0.0,0.0,0.14907119849998599,0.0
51,0.08084520834544433,0.03419927840283847,0.0,0.06666666666666667,0.0,0.0,0.2357022603955158,0.08333333333333333,0.07453559924999299,0.0
52,0.16269784336399212,0.02294157338705618,0.29999999999999993,0.08944271909999159,0.0,0.16903085094570328,0.15811388300841897,0.16770509831248423,0.24999999999999994,0.22360679774997896
53,0.0,0.0,0.14142135623730948,0.0,0.0,0.11952286093343936,0.0,0.15811388300841897,0.07071067811865474,0.15811388300841897
54,0.0,0.0,0.13483997249264842,0.0,0.0,0.1709408646894569,0.0,0.15075567228888181,0.06741998624632421,0.15075567228888181
55,0.140028008402801,0.05923488777590924,0.2581988897471611,0.11547005383792516,0.0,0.2182178902359924,0.40824829046386296,0.2886751345948129,0.12909944487358055,0.2886751345948129
