de.it,1,2,3,4,5,6
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.05263157894736842,0.06666666666666667,0.0,0.0,0.08,0.0
56,0.027777777777777776,0.03125,0.0,0.0,0.1,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.23809523809523808,0.045454545454545456
61,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
62,0.0,0.0,0.0,0.0,0.125,0.0
63,0.0,0.0,0.0,0.0,0.03571428571428571,0.04
64,0.047619047619047616,0.0,0.0,0.0,0.03571428571428571,0.0
65,0.045454545454545456,0.0,0.0,0.0,0.07142857142857142,0.0
66,0.0,0.0,0.0,0.04,0.03571428571428571,0.04
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.06451612903225806,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.047619047619047616
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.041666666666666664
76,0.0,0.0,0.0,0.0,0.06451612903225806,0.07142857142857142
77,0.02040816326530612,0.0,0.0,0.0,0.07547169811320754,0.038461538461538464
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.029411764705882353,0.03225806451612903
83,0.0,0.0,0.0,0.0,0.0,0.0
84,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.06451612903225806,0.0
86,0.0625,0.08333333333333333,0.0,0.0,0.14285714285714285,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.034482758620689655,0.06451612903225806,0.02857142857142857,0.0
89,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.045454545454545456,0.04,0.0,0.0
96,0.0,0.0,0.0,0.0,0.041666666666666664,0.0
97,0.05263157894736842,0.06666666666666667,0.0,0.0,0.125,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0
101,0.05,0.0,0.047619047619047616,0.041666666666666664,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.07142857142857142,0.13043478260869565,0.0,0.0,0.15625,0.0
104,0.0,0.1111111111111111,0.0,0.058823529411764705,0.0,0.0
105,0.0,0.0,0.0,0.0,0.04,0.0
106,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.041666666666666664,0.0
