it.fr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05263157894736842,0.0,0.0,0.0,0.09090909090909091,0.0
29,0.0,0.0,0.06666666666666667,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.06060606060606061,0.0,0.05263157894736842,0.06666666666666667,0.0,0.0,0.0,0.0
31,0.0,0.0,0.05555555555555555,0.0625,0.05263157894736842,0.0,0.3076923076923077,0.0,0.043478260869565216,0.0,0.0,0.15384615384615385,0.02702702702702703,0.07407407407407407,0.045454545454545456,0.0,0.0,0.0,0.0,0.0
32,0.07407407407407407,0.0,0.07692307692307693,0.04,0.11538461538461539,0.0,0.0,0.06666666666666667,0.03125,0.07407407407407407,0.09523809523809523,0.043478260869565216,0.09302325581395349,0.02702702702702703,0.03225806451612903,0.07692307692307693,0.0,0.03333333333333333,0.043478260869565216,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.045454545454545456,0.05555555555555555,0.08333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.034482758620689655,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.02564102564102564,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
35,0.038461538461538464,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.08,0.05,0.0,0.046511627906976744,0.0,0.25,0.04,0.0,0.03571428571428571,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0625,0.0,0.16666666666666666,0.0,0.05,0.0,0.0,0.09090909090909091,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
37,0.08,0.0,0.08333333333333333,0.09090909090909091,0.125,0.0,0.0,0.07142857142857142,0.0,0.0,0.05,0.2222222222222222,0.07142857142857142,0.058823529411764705,0.034482758620689655,0.04,0.0,0.07407407407407407,0.1,0.0
38,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.03571428571428571,0.041666666666666664,0.05555555555555555,0.0,0.023809523809523808,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.04,0.0
40,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.047619047619047616,0.0,0.0,0.05,0.07692307692307693,0.0
41,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.046511627906976744,0.025,0.0,0.023255813953488372,0.027777777777777776,0.0
42,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
43,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
44,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.08695652173913043,0.0,0.0,0.0,0.13333333333333333,0.0
