fr.en,1,2,3,4,5,6,7,8
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.02,0.02127659574468085,0.0,0.0,0.0,0.03773584905660377,0.043478260869565216,0.0625
44,0.05263157894736842,0.027777777777777776,0.02857142857142857,0.0,0.0,0.07317073170731707,0.0,0.05263157894736842
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.047619047619047616,0.0,0.0,0.0,0.0625,0.08333333333333333,0.0,0.1
48,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0
49,0.05263157894736842,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.1111111111111111
50,0.05263157894736842,0.0,0.0,0.0,0.0,0.09090909090909091,0.0625,0.1111111111111111
51,0.047619047619047616,0.0,0.0,0.0,0.0,0.08333333333333333,0.05555555555555555,0.1
52,0.1,0.0,0.0,0.0,0.0,0.13043478260869565,0.05555555555555555,0.1
53,0.09090909090909091,0.0,0.0,0.0,0.0,0.12,0.10526315789473684,0.09090909090909091
54,0.05555555555555555,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.11764705882352941
55,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.0,0.1111111111111111
56,0.08,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.08
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.09090909090909091,0.1,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.03571428571428571,0.04,0.041666666666666664,0.0,0.0,0.17857142857142858,0.0,0.07407407407407407
61,0.05,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.10526315789473684
62,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0
63,0.045454545454545456,0.05263157894736842,0.05555555555555555,0.0,0.0,0.08,0.0,0.09523809523809523
64,0.04,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.13043478260869565
65,0.02564102564102564,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.05263157894736842
66,0.029411764705882353,0.03225806451612903,0.03333333333333333,0.0,0.034482758620689655,0.05405405405405406,0.03225806451612903,0.06060606060606061
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.047619047619047616,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.1
69,0.0625,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.13333333333333333
70,0.08333333333333333,0.0,0.0,0.0,0.0,0.075,0.02857142857142857,0.05405405405405406
71,0.021739130434782608,0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,0.0,0.0
